Protocol,Round,Jains_Index
Ours,109,0.9941488028346949
Ours,110,0.9941293803639
Ours,111,0.9941098589225924
Ours,112,0.9940902378536145
Ours,113,0.9940705164955715
Ours,114,0.994050694182756
Ours,115,0.9940307702450865
Ours,116,0.9940107440080278
Ours,117,0.9939906147925297
Ours,118,0.9939703819149488
Ours,119,0.9939500446869902
Ours,120,0.993929602415632
Ours,121,0.9939090544030538
Ours,122,0.9938883999465759
Ours,123,0.993867638338585
Ours,124,0.9938467688664662
Ours,125,0.9938257908125353
Ours,126,0.9938047034539779
Ours,127,0.9937835060627624
Ours,128,0.9937621979055935
Ours,129,0.9937407782438246
Ours,130,0.9937192463334011
Ours,131,0.9936976014247878
Ours,132,0.9936758427628969
Ours,133,0.9936539695870276
Ours,134,0.9936319811307802
Ours,135,0.9936098766220072
Ours,136,0.9935876552827286
Ours,137,0.9935653163290593
Ours,138,0.9935428589711577
Ours,139,0.9935202824131315
Ours,140,0.993497585852985
Ours,141,0.9934747684825287
Ours,142,0.99345182948733
Ours,143,0.9934287680466227
Ours,144,0.9934055833332437
Ours,145,0.9933822745135541
Ours,146,0.9933588407473672
Ours,147,0.9933352811878794
Ours,148,0.9933115949815866
Ours,149,0.9932877812682164
Ours,150,0.9932638391807614
Ours,151,0.9932397678451843
Ours,152,0.993215566380441
Ours,153,0.9931912338984226
Ours,154,0.9931667695038552
Ours,155,0.9931421722942338
Ours,156,0.9931174413597383
Ours,157,0.9930925757831605
Ours,158,0.9930675746398149
Ours,159,0.9930424369974578
Ours,160,0.9930171619162153
Ours,161,0.9929917484484879
Ours,162,0.9929661956388756
Ours,163,0.9929405025240907
Ours,164,0.9929146681328711
Ours,165,0.9928886914858992
Ours,166,0.9928625715957077
Ours,167,0.992836307466602
Ours,168,0.992809898094567
Ours,169,0.9927833424671743
Ours,170,0.9927566395634954
Ours,171,0.9927297883540132
Ours,172,0.992702787800528
Ours,173,0.9926756368560653
Ours,174,0.9926483344647818
Ours,175,0.9926208795618665
Ours,176,0.9925932710734554
Ours,177,0.9925655079165266
Ours,178,0.9925375889988004
Ours,179,0.9925095132186496
Ours,180,0.9924812794649958
Ours,181,0.9924528866172058
Ours,182,0.9924243335449884
Ours,183,0.992395619108307
Ours,184,0.9923667421572461
Ours,185,0.9923377015319398
Ours,186,0.9923084960624358
Ours,187,0.992279124568612
Ours,188,0.9922495858600479
Ours,189,0.9922198787359269
Ours,190,0.9921900019849218
Ours,191,0.9921599543850839
Ours,192,0.9921297347037205
Ours,193,0.9920993416972932
Ours,194,0.992068774111291
Ours,195,0.992038030680118
Ours,196,0.9920071101269736
Ours,197,0.9919760111637289
Ours,198,0.9919447324908064
Ours,199,0.9919132727970607
Ours,200,0.9918816307596602
Ours,201,0.9918498050439437
Ours,202,0.9918177943032876
Ours,203,0.9917855971790025
Ours,204,0.9917532123001814
Ours,205,0.9917206382835707
Ours,206,0.9916878737334466
Ours,207,0.991654917241469
Ours,208,0.9916217673865553
Ours,209,0.9915884227347254
Ours,210,0.9915548818389751
Ours,211,0.9915211432391264
Ours,212,0.9914872054616908
Ours,213,0.9914530670197126
Ours,214,0.9914187264126303
Ours,215,0.9913841821261246
Ours,216,0.9913494326319696
Ours,217,0.9913144763878702
Ours,218,0.9912793118373223
Ours,219,0.9912439374094396
Ours,220,0.991208351518806
Ours,221,0.9911725525653123
Ours,222,0.9911365389339963
Ours,223,0.9911003089948647
Ours,224,0.9910638611027417
Ours,225,0.9910271935970878
Ours,226,0.9909903048018456
Ours,227,0.9909531930252408
Ours,228,0.9909158565596328
Ours,229,0.9908782936813142
Ours,230,0.9908405026503505
Ours,231,0.9908024817103852
Ours,232,0.9907642290884573
Ours,233,0.9907257429948101
Ours,234,0.9906870216227154
Ours,235,0.9906480631482688
Ours,236,0.9906088657302026
Ours,237,0.990569427509669
Ours,238,0.9905297466100804
Ours,239,0.9904898211368673
Ours,240,0.9904496491772968
Ours,241,0.990409228800252
Ours,242,0.9903685580560311
Ours,243,0.990327634976131
Ours,244,0.990286457573029
Ours,245,0.9902450238399694
Ours,246,0.9902033317507404
Ours,247,0.990161379259438
Ours,248,0.9901191643002647
Ours,249,0.9900766847872686
Ours,250,0.9900339386141407
Ours,251,0.9899909236539527
Ours,252,0.9899476377589225
Ours,253,0.9899040787601762
Ours,254,0.9898602444675064
Ours,255,0.9898161326691102
Ours,256,0.9897717411313428
Ours,257,0.9897270675984645
Ours,258,0.9896821097923766
Ours,259,0.9896368654123554
Ours,260,0.9895913321347924
Ours,261,0.9895455076129198
Ours,262,0.9894993894765275
Ours,263,0.9894529753317084
Ours,264,0.9894062627605498
Ours,265,0.989359249320867
Ours,266,0.9893119325459024
Ours,267,0.9892643099440327
Ours,268,0.9892163789984844
Ours,269,0.9891681371670116
Ours,270,0.9891195818816035
Ours,271,0.9890707105481743
Ours,272,0.9890215205462388
Ours,273,0.9889720092286067
Ours,274,0.9889221739210482
Ours,275,0.9888720119219673
Ours,276,0.9888215205020773
Ours,277,0.9887706969040554
Ours,278,0.9887195383422054
Ours,279,0.9886680420021078
Ours,280,0.988616205040271
Ours,281,0.9885640245837726
Ours,282,0.9885114977298978
Ours,283,0.9884586215457691
Ours,284,0.9884053930679867
Ours,285,0.9883518093022367
Ours,286,0.9882978672229144
Ours,287,0.9882435637727373
Ours,288,0.9881888958623466
Ours,289,0.9881338603699175
Ours,290,0.9880784541407391
Ours,291,0.9880226739868192
Ours,292,0.9879665166864534
Ours,293,0.9879099789838098
Ours,294,0.987853057588501
Ours,295,0.9877957491751395
Ours,296,0.9877380503829122
Ours,297,0.9876799578151092
Ours,298,0.9876214680386962
Ours,299,0.987562577583824
