Protocol,Round,NodeID,Energy_mW,Normalized_Energy
Ours,39,0,18.921770546619577,0.9460885273309788
Ours,40,0,18.895325663104142,0.944766283155207
Ours,41,0,18.868881330550916,0.9434440665275459
Ours,42,0,18.842437517167863,0.9421218758583931
Ours,43,0,18.815994193679334,0.9407997096839666
Ours,44,0,18.789551333081565,0.9394775666540782
Ours,45,0,18.76310891042705,0.9381554455213525
Ours,46,0,18.736666902634056,0.9368333451317028
Ours,47,0,18.71022528831758,0.9355112644158791
Ours,48,0,18.683784047639065,0.9341892023819532
Ours,49,0,18.65734316217229,0.9328671581086144
Ours,50,0,18.6309026350287,0.931545131751435
Ours,51,0,18.60446245016101,0.9302231225080504
Ours,52,0,18.57802259261211,0.9289011296306056
Ours,53,0,18.551583048427727,0.9275791524213863
Ours,54,0,18.52514380457739,0.9262571902288694
Ours,55,0,18.498704848882962,0.9249352424441482
Ours,56,0,18.472266169953674,0.9236133084976836
Ours,57,0,18.44582775712704,0.9222913878563521
Ours,58,0,18.419389600414945,0.9209694800207473
Ours,59,0,18.392951690454574,0.9196475845227287
Ours,60,0,18.366514018463278,0.9183257009231639
Ours,61,0,18.34007657619744,0.917003828809872
Ours,62,0,18.31363935591449,0.9156819677957244
Ours,63,0,18.287202350338237,0.9143601175169118
Ours,64,0,18.26076555262673,0.9130382776313365
Ours,65,0,18.234328956342736,0.9117164478171368
Ours,66,0,18.207892555426483,0.9103946277713242
Ours,67,0,18.181456344170506,0.9090728172085253
Ours,68,0,18.155020317196286,0.9077510158598143
Ours,69,0,18.128584469432674,0.9064292234716337
Ours,70,0,18.102148796095918,0.9051074398047959
Ours,71,0,18.075713292671082,0.9037856646335541
Ours,72,0,18.049277954894755,0.9024638977447378
Ours,73,0,18.022842778739165,0.9011421389369583
Ours,74,0,17.996407760397133,0.8998203880198566
Ours,75,0,17.969972896268295,0.8984986448134148
Ours,76,0,17.943538182946142,0.8971769091473071
Ours,77,0,17.917103617206017,0.8958551808603008
Ours,78,0,17.89066919599388,0.894533459799694
Ours,79,0,17.864234916415775,0.8932117458207888
Ours,80,0,17.837800775728184,0.8918900387864092
Ours,81,0,17.81136677132874,0.8905683385664369
Ours,82,0,17.784932900747798,0.8892466450373899
Ours,83,0,17.758499161640444,0.8879249580820222
Ours,84,0,17.73206555177897,0.8866032775889485
Ours,85,0,17.705632069046004,0.8852816034523002
Ours,86,0,17.6791987114278,0.8839599355713901
Ours,87,0,17.652765477008302,0.882638273850415
Ours,88,0,17.626332363963336,0.8813166181981668
Ours,89,0,17.599899370555164,0.8799949685277582
Ours,90,0,17.57346649512759,0.8786733247563795
Ours,91,0,17.54703373610112,0.877351686805056
Ours,92,0,17.520601091968615,0.8760300545984308
Ours,93,0,17.494168561291033,0.8747084280645516
Ours,94,0,17.467736142693667,0.8733868071346833
Ours,95,0,17.44130383486238,0.872065191743119
Ours,96,0,17.414871636540223,0.8707435818270112
Ours,97,0,17.388439546524168,0.8694219773262084
Ours,98,0,17.362007563662104,0.8681003781831051
Ours,99,0,17.33557568684995,0.8667787843424974
Ours,100,0,17.309143917158014,0.8654571958579007
Ours,101,0,17.282712253563226,0.8641356126781613
Ours,102,0,17.256280695083124,0.8628140347541562
Ours,103,0,17.229849240773518,0.8614924620386759
Ours,104,0,17.203417889726435,0.8601708944863218
Ours,105,0,17.176986641068204,0.8588493320534102
Ours,106,0,17.150555493957494,0.8575277746978747
Ours,107,0,17.12412444758366,0.8562062223791831
Ours,108,0,17.097693501165065,0.8548846750582533
Ours,109,0,17.071262653947542,0.8535631326973772
Ours,110,0,17.044831905202898,0.8522415952601449
Ours,111,0,17.018401254227637,0.8509200627113819
Ours,112,0,16.991970700341533,0.8495985350170766
Ours,113,0,16.96554024288655,0.8482770121443275
Ours,114,0,16.939109881225612,0.8469554940612806
Ours,115,0,16.912679614741542,0.8456339807370771
Ours,116,0,16.886249442836018,0.8443124721418009
Ours,117,0,16.85981936492867,0.8429909682464334
Ours,118,0,16.833389380456122,0.8416694690228061
Ours,119,0,16.806959488871147,0.8403479744435574
Ours,120,0,16.780529689641853,0.8390264844820926
Ours,121,0,16.754099982250995,0.8377049991125498
Ours,122,0,16.72767036619513,0.8363835183097565
Ours,123,0,16.701240840984028,0.8350620420492014
Ours,124,0,16.67481140614004,0.833740570307002
Ours,125,0,16.648382061197402,0.8324191030598701
Ours,126,0,16.62195280570177,0.8310976402850885
Ours,127,0,16.595523639209627,0.8297761819604814
Ours,128,0,16.56909456128778,0.828454728064389
Ours,129,0,16.542665571512863,0.8271332785756431
Ours,130,0,16.516236669470906,0.8258118334735454
Ours,131,0,16.48980785475695,0.8244903927378475
Ours,132,0,16.463379126974505,0.8231689563487252
Ours,133,0,16.43695048573531,0.8218475242867654
Ours,134,0,16.410521930658874,0.8205260965329437
Ours,135,0,16.384093461372203,0.8192046730686101
Ours,136,0,16.357665077509395,0.8178832538754698
Ours,137,0,16.33123677871141,0.8165618389355705
Ours,138,0,16.30480856462573,0.8152404282312865
Ours,139,0,16.278380434906097,0.8139190217453048
Ours,140,0,16.251952389212253,0.8125976194606126
Ours,141,0,16.22552442720967,0.8112762213604835
Ours,142,0,16.199096548569372,0.8099548274284686
Ours,143,0,16.172668752967677,0.8086334376483839
Ours,144,0,16.14624104008594,0.807312052004297
Ours,145,0,16.119813409610437,0.8059906704805219
Ours,146,0,16.09338586123212,0.8046692930616061
Ours,147,0,16.066958394646477,0.8033479197323239
Ours,148,0,16.040531009553337,0.8020265504776669
Ours,149,0,16.014103705656684,0.8007051852828342
